"Continent","Age Group","Year","Sex","Rate"
"North America","60-79 years",2004,"Male",623.154807188767
"North America","60-79 years",2005,"Female",126.230218746372
"North America","60-79 years",2005,"Male",608.322250858414
"North America","60-79 years",2006,"Female",122.035574755463
"North America","60-79 years",2006,"Male",598.495299543701
"North America","60-79 years",2007,"Female",119.534877514761
"North America","60-79 years",2007,"Male",598.302736446639
"North America","60-79 years",2008,"Female",118.283235360189
"North America","60-79 years",2008,"Male",594.85404323799
"North America","60-79 years",2009,"Female",115.955411651969
"North America","60-79 years",2009,"Male",588.12054619189
"North America","60-79 years",2010,"Female",114.704971706973
"North America","60-79 years",2010,"Male",581.287264042905
"North America","60-79 years",2011,"Female",111.899320952661
"North America","60-79 years",2011,"Male",572.603831993467
"North America","60-79 years",2012,"Female",110.147906906868
"North America","60-79 years",2012,"Male",569.091797620177
"North America","60-79 years",2013,"Female",109.354006979247
"North America","60-79 years",2013,"Male",570.24433239892
"North America","60-79 years",2014,"Female",109.162082782211
"North America","60-79 years",2014,"Male",570.786158176893
"North America","60-79 years",2015,"Female",108.187947825109
"North America","60-79 years",2015,"Male",568.420327756892
"North America","60-79 years",2016,"Female",107.472026685054
"North America","60-79 years",2016,"Male",567.633256147771
"North America","60-79 years",2017,"Female",107.338467775662
"North America","60-79 years",2017,"Male",565.709135071965
"North America","60-79 years",2018,"Female",106.293294967291
"North America","60-79 years",2018,"Male",563.789254320581
"North America","60-79 years",2019,"Female",104.157068888781
"North America","60-79 years",2019,"Male",560.926382726184
"North America","80+ years",1990,"Female",152.262606479139
"North America","80+ years",1990,"Male",1097.79177131042
"North America","80+ years",1991,"Female",150.019785176988
"North America","80+ years",1991,"Male",1103.63988584371
"North America","80+ years",1992,"Female",152.21333310916
"North America","80+ years",1992,"Male",1122.01039156286
"North America","80+ years",1993,"Female",156.963899291716
"North America","80+ years",1993,"Male",1139.52061976755
"North America","80+ years",1994,"Female",155.014282812138
"North America","80+ years",1994,"Male",1137.80569687038
"North America","80+ years",1995,"Female",155.287240211084
"North America","80+ years",1995,"Male",1129.02534148743
"North America","80+ years",1996,"Female",153.747203529054
"North America","80+ years",1996,"Male",1124.71047099759
"North America","80+ years",1997,"Female",150.209557839994
"North America","80+ years",1997,"Male",1116.58232147941
"North America","80+ years",1998,"Female",147.588796199947
"North America","80+ years",1998,"Male",1127.82762704771
"North America","80+ years",1999,"Female",142.882078462151
"North America","80+ years",1999,"Male",1136.87041155198
"North America","80+ years",2000,"Female",140.311314891856
"North America","80+ years",2000,"Male",1127.06810525155
"North America","80+ years",2001,"Female",139.032075718044
"North America","80+ years",2001,"Male",1116.51010376976
"North America","80+ years",2002,"Female",136.25211452044
"North America","80+ years",2002,"Male",1099.13696281556
"North America","80+ years",2003,"Female",133.247436441152
"North America","80+ years",2003,"Male",1102.43309309717
"North America","80+ years",2004,"Female",130.068088115076
"North America","80+ years",2004,"Male",1088.5125031496
"North America","80+ years",2005,"Female",128.533086573518
"North America","80+ years",2005,"Male",1068.76352458864
"North America","80+ years",2006,"Female",124.097506680803
"North America","80+ years",2006,"Male",1054.47603701529
"North America","80+ years",2007,"Female",122.990139710281
"North America","80+ years",2007,"Male",1055.18912181229
"North America","80+ years",2008,"Female",123.925257222365
"North America","80+ years",2008,"Male",1053.65174143272
"North America","80+ years",2009,"Female",124.459055307062
"North America","80+ years",2009,"Male",1051.29287957247
"North America","80+ years",2010,"Female",125.486485514045
"North America","80+ years",2010,"Male",1047.73957576792
"North America","80+ years",2011,"Female",124.277746767463
"North America","80+ years",2011,"Male",1028.65291176408
"North America","80+ years",2012,"Female",122.284244190151
"North America","80+ years",2012,"Male",1009.5556653261
"North America","80+ years",2013,"Female",121.974300316901
"North America","80+ years",2013,"Male",1010.13566326755
"North America","80+ years",2014,"Female",121.604225541067
"North America","80+ years",2014,"Male",1007.87953080773
"North America","80+ years",2015,"Female",121.217118162236
"North America","80+ years",2015,"Male",1008.55087132426
"North America","80+ years",2016,"Female",120.031508165003
"North America","80+ years",2016,"Male",1008.79302990738
"North America","80+ years",2017,"Female",119.958037643297
"North America","80+ years",2017,"Male",1007.54832136073
"North America","80+ years",2018,"Female",119.039179725267
"North America","80+ years",2018,"Male",1004.15174454634
"North America","80+ years",2019,"Female",116.919141441742
"North America","80+ years",2019,"Male",988.234348029899
"Oceania","0-19 years",1990,"Female",134.471405801142
"Oceania","0-19 years",1990,"Male",295.469550842699
"Oceania","0-19 years",1991,"Female",135.772109564081
"Oceania","0-19 years",1991,"Male",294.402971029782
"Oceania","0-19 years",1992,"Female",136.411900477744
"Oceania","0-19 years",1992,"Male",292.425585544035
"Oceania","0-19 years",1993,"Female",138.332453100271
"Oceania","0-19 years",1993,"Male",291.183083131876
"Oceania","0-19 years",1994,"Female",139.594849706561
"Oceania","0-19 years",1994,"Male",293.348246802185
"Oceania","0-19 years",1995,"Female",138.425188690584
"Oceania","0-19 years",1995,"Male",295.683135852985
"Oceania","0-19 years",1996,"Female",138.800709875179
"Oceania","0-19 years",1996,"Male",298.731367677012
"Oceania","0-19 years",1997,"Female",139.609909142807
"Oceania","0-19 years",1997,"Male",299.015183795955
"Oceania","0-19 years",1998,"Female",138.41528478709
"Oceania","0-19 years",1998,"Male",295.190752970746
"Oceania","0-19 years",1999,"Female",137.574089883414
"Oceania","0-19 years",1999,"Male",293.581891081495
"Oceania","0-19 years",2000,"Female",136.259166835385
"Oceania","0-19 years",2000,"Male",289.474786917169
"Oceania","0-19 years",2001,"Female",136.184482286566
"Oceania","0-19 years",2001,"Male",283.704835040006
"Oceania","0-19 years",2002,"Female",134.14897152271
"Oceania","0-19 years",2002,"Male",278.208825305359
"Oceania","0-19 years",2003,"Female",132.278163323419
"Oceania","0-19 years",2003,"Male",276.490643239533
"Oceania","0-19 years",2004,"Female",128.606672161757
"Oceania","0-19 years",2004,"Male",274.302843461244
"Oceania","0-19 years",2005,"Female",124.813070553705
"Oceania","0-19 years",2005,"Male",271.598336641135
"Oceania","0-19 years",2006,"Female",122.802381064394
"Oceania","0-19 years",2006,"Male",270.868303560706
"Oceania","0-19 years",2007,"Female",121.742169228345
"Oceania","0-19 years",2007,"Male",269.38088349152
"Oceania","0-19 years",2008,"Female",121.326275765627
"Oceania","0-19 years",2008,"Male",267.332484790093
"Oceania","0-19 years",2009,"Female",120.354835294388
"Oceania","0-19 years",2009,"Male",266.767423092079
"Oceania","0-19 years",2010,"Female",120.665153935288
"Oceania","0-19 years",2010,"Male",265.514800309662
"Oceania","0-19 years",2011,"Female",121.446616372494
"Oceania","0-19 years",2011,"Male",263.92119012429
"Oceania","0-19 years",2012,"Female",122.223632918136
"Oceania","0-19 years",2012,"Male",261.715049938738
"Oceania","0-19 years",2013,"Female",121.824792125219
"Oceania","0-19 years",2013,"Male",258.428291103746
"Oceania","0-19 years",2014,"Female",120.598294619899
"Oceania","0-19 years",2014,"Male",255.935599475511
"Oceania","0-19 years",2015,"Female",120.939456297562
"Oceania","0-19 years",2015,"Male",252.794530011832
"Oceania","0-19 years",2016,"Female",118.553014549033
"Oceania","0-19 years",2016,"Male",248.703265853811
"Oceania","0-19 years",2017,"Female",116.234768827051
"Oceania","0-19 years",2017,"Male",244.632668638388
"Oceania","0-19 years",2018,"Female",115.419517672709
"Oceania","0-19 years",2018,"Male",243.598637519396
"Oceania","0-19 years",2019,"Female",113.655063834583
"Oceania","0-19 years",2019,"Male",238.010712314389
"Oceania","20-39 years",1990,"Female",828.670430710003
"Oceania","20-39 years",1990,"Male",3185.00049327294
"Oceania","20-39 years",1991,"Female",835.027363636602
"Oceania","20-39 years",1991,"Male",3239.56842655241
"Oceania","20-39 years",1992,"Female",838.215480906583
"Oceania","20-39 years",1992,"Male",3288.60723844879
"Oceania","20-39 years",1993,"Female",837.969557349908
"Oceania","20-39 years",1993,"Male",3298.64347081371
"Oceania","20-39 years",1994,"Female",836.065225333736
"Oceania","20-39 years",1994,"Male",3251.67364177492
"Oceania","20-39 years",1995,"Female",837.706610610925
"Oceania","20-39 years",1995,"Male",3276.73076086378
"Oceania","20-39 years",1996,"Female",835.813642674076
"Oceania","20-39 years",1996,"Male",3282.3032628137
"Oceania","20-39 years",1997,"Female",834.862708126255
"Oceania","20-39 years",1997,"Male",3281.52667921864
"Oceania","20-39 years",1998,"Female",821.101896930168
"Oceania","20-39 years",1998,"Male",3263.24092279526
"Oceania","20-39 years",1999,"Female",811.405811915355
"Oceania","20-39 years",1999,"Male",3236.53233772549
"Oceania","20-39 years",2000,"Female",799.486121398741
"Oceania","20-39 years",2000,"Male",3197.86403469609
"Oceania","20-39 years",2001,"Female",787.656462915122
"Oceania","20-39 years",2001,"Male",3150.15954117345
"Oceania","20-39 years",2002,"Female",772.708478740848
"Oceania","20-39 years",2002,"Male",3092.76658891343
"Oceania","20-39 years",2003,"Female",759.687457275193
"Oceania","20-39 years",2003,"Male",3058.94422559458
"Oceania","20-39 years",2004,"Female",748.581557969745
"Oceania","20-39 years",2004,"Male",3024.49468989529
"Oceania","20-39 years",2005,"Female",739.548049554394
"Oceania","20-39 years",2005,"Male",3028.44924039256
"Oceania","20-39 years",2006,"Female",730.967628941568
"Oceania","20-39 years",2006,"Male",3017.04445900266
"Oceania","20-39 years",2007,"Female",726.012319919192
"Oceania","20-39 years",2007,"Male",3016.44727198826
"Oceania","20-39 years",2008,"Female",727.812056713495
"Oceania","20-39 years",2008,"Male",3007.14711965498
"Oceania","20-39 years",2009,"Female",723.850889986138
"Oceania","20-39 years",2009,"Male",3001.75486314332
"Oceania","20-39 years",2010,"Female",718.464273442395
"Oceania","20-39 years",2010,"Male",2980.75311388371
"Oceania","20-39 years",2011,"Female",713.257500300866
"Oceania","20-39 years",2011,"Male",2973.86507377221
"Oceania","20-39 years",2012,"Female",707.286869651779
"Oceania","20-39 years",2012,"Male",2969.10526462111
"Oceania","20-39 years",2013,"Female",701.317593759204
"Oceania","20-39 years",2013,"Male",2964.18104068159
"Oceania","20-39 years",2014,"Female",697.443594530629
"Oceania","20-39 years",2014,"Male",2974.79679440647
"Oceania","20-39 years",2015,"Female",697.063043368246
"Oceania","20-39 years",2015,"Male",3003.27824409534
"Oceania","20-39 years",2016,"Female",690.969521728692
"Oceania","20-39 years",2016,"Male",3032.46260044565
"Oceania","20-39 years",2017,"Female",683.662640890043
"Oceania","20-39 years",2017,"Male",3036.5484606683
"Oceania","20-39 years",2018,"Female",674.141244958054
"Oceania","20-39 years",2018,"Male",3005.47063848219
"Oceania","20-39 years",2019,"Female",665.548780765877
"Oceania","20-39 years",2019,"Male",2960.2722196946
"Oceania","40-59 years",1990,"Female",636.488947974621
"Oceania","40-59 years",1990,"Male",2240.3873218587
"Oceania","40-59 years",1991,"Female",635.394963525212
"Oceania","40-59 years",1991,"Male",2239.9323918879
"Oceania","40-59 years",1992,"Female",632.638268399378
"Oceania","40-59 years",1992,"Male",2233.17520885509
"Oceania","40-59 years",1993,"Female",627.36965564762
"Oceania","40-59 years",1993,"Male",2217.48609793496
"Oceania","40-59 years",1994,"Female",623.351813095691
"Oceania","40-59 years",1994,"Male",2200.02580282731
"Oceania","40-59 years",1995,"Female",617.570084460993
"Oceania","40-59 years",1995,"Male",2187.1686421345
"Oceania","40-59 years",1996,"Female",610.350642026949
"Oceania","40-59 years",1996,"Male",2174.92517035794
"Oceania","40-59 years",1997,"Female",607.433710675699
"Oceania","40-59 years",1997,"Male",2163.11142264471
"Oceania","40-59 years",1998,"Female",595.8388459775
"Oceania","40-59 years",1998,"Male",2137.20176453701
"Oceania","40-59 years",1999,"Female",584.106885888714
"Oceania","40-59 years",1999,"Male",2113.30352862878
"Oceania","40-59 years",2000,"Female",570.191475125232
"Oceania","40-59 years",2000,"Male",2087.98998205151
"Oceania","40-59 years",2001,"Female",561.534836767632
"Oceania","40-59 years",2001,"Male",2065.26336741621
"Oceania","40-59 years",2002,"Female",548.228076897628
"Oceania","40-59 years",2002,"Male",2040.83827400131
"Oceania","40-59 years",2003,"Female",537.268727772989
"Oceania","40-59 years",2003,"Male",2029.63155936339
"Oceania","40-59 years",2004,"Female",529.820132864987
"Oceania","40-59 years",2004,"Male",2006.03500622847
"Oceania","40-59 years",2005,"Female",526.626051559455
"Oceania","40-59 years",2005,"Male",2008.19130911714
"Oceania","40-59 years",2006,"Female",526.502818799741
"Oceania","40-59 years",2006,"Male",2008.222746168
"Oceania","40-59 years",2007,"Female",525.10400195307
"Oceania","40-59 years",2007,"Male",2014.76592011249
"Oceania","40-59 years",2008,"Female",525.146395989093
"Oceania","40-59 years",2008,"Male",2014.80223912305
"Oceania","40-59 years",2009,"Female",525.260191872152
"Oceania","40-59 years",2009,"Male",2012.12852080017
"Oceania","40-59 years",2010,"Female",523.511526817349
"Oceania","40-59 years",2010,"Male",2007.0654521397
"Oceania","40-59 years",2011,"Female",521.34964533982
"Oceania","40-59 years",2011,"Male",1995.12113156577
"Oceania","40-59 years",2012,"Female",521.353345809849
"Oceania","40-59 years",2012,"Male",1987.64408539335
"Oceania","40-59 years",2013,"Female",519.179269343269
"Oceania","40-59 years",2013,"Male",1978.31331447121
"Oceania","40-59 years",2014,"Female",515.832528744881
"Oceania","40-59 years",2014,"Male",1970.20602478921
"Oceania","40-59 years",2015,"Female",514.787252562398
"Oceania","40-59 years",2015,"Male",1957.90614446809
"Oceania","40-59 years",2016,"Female",508.347721875621
"Oceania","40-59 years",2016,"Male",1945.25626789503
"Oceania","40-59 years",2017,"Female",500.426579230116
"Oceania","40-59 years",2017,"Male",1921.98242582504
"Oceania","40-59 years",2018,"Female",493.959449219091
"Oceania","40-59 years",2018,"Male",1902.09628996687
"Oceania","40-59 years",2019,"Female",488.688662899928
"Oceania","40-59 years",2019,"Male",1878.30875084506
"Oceania","60-79 years",1990,"Female",246.448939174825
"Oceania","60-79 years",1990,"Male",569.359043020895
"Oceania","60-79 years",1991,"Female",245.027241700122
"Oceania","60-79 years",1991,"Male",565.541789511677
"Oceania","60-79 years",1992,"Female",243.219399516835
"Oceania","60-79 years",1992,"Male",561.678197304265
"Oceania","60-79 years",1993,"Female",240.264522147486
"Oceania","60-79 years",1993,"Male",554.863424925629
"Oceania","60-79 years",1994,"Female",236.999719680359
"Oceania","60-79 years",1994,"Male",541.138955585126
"Oceania","60-79 years",1995,"Female",234.587453734608
"Oceania","60-79 years",1995,"Male",532.894760360054
"Oceania","60-79 years",1996,"Female",231.852974342229
"Oceania","60-79 years",1996,"Male",526.32353129334
"Oceania","60-79 years",1997,"Female",229.603219470419
"Oceania","60-79 years",1997,"Male",520.673200803473
"Oceania","60-79 years",1998,"Female",225.942271543941
"Oceania","60-79 years",1998,"Male",513.397188163797
"Oceania","60-79 years",1999,"Female",221.81888668257
"Oceania","60-79 years",1999,"Male",505.027004052724
"Oceania","60-79 years",2000,"Female",218.348834760763
"Oceania","60-79 years",2000,"Male",495.826416168078
"Oceania","60-79 years",2001,"Female",216.037185262516
"Oceania","60-79 years",2001,"Male",488.034791198268
"Oceania","60-79 years",2002,"Female",212.020906459991
"Oceania","60-79 years",2002,"Male",478.246980793943
"Oceania","60-79 years",2003,"Female",208.548845987969
"Oceania","60-79 years",2003,"Male",470.95379422815
"Oceania","60-79 years",2004,"Female",203.813404693324
"Oceania","60-79 years",2004,"Male",462.674870096603
"Oceania","60-79 years",2005,"Female",199.66935780373
"Oceania","60-79 years",2005,"Male",457.511699813399
"Oceania","60-79 years",2006,"Female",198.097435150179
"Oceania","60-79 years",2006,"Male",455.956315934706
"Oceania","60-79 years",2007,"Female",196.620440371217
"Oceania","60-79 years",2007,"Male",455.534492612895
"Oceania","60-79 years",2008,"Female",196.901861457359
"Oceania","60-79 years",2008,"Male",452.093523497052
"Oceania","60-79 years",2009,"Female",196.237561796377
"Oceania","60-79 years",2009,"Male",449.140074939261
"Oceania","60-79 years",2010,"Female",195.495554815862
"Oceania","60-79 years",2010,"Male",447.462096584185
"Oceania","60-79 years",2011,"Female",195.260364274018
"Oceania","60-79 years",2011,"Male",445.542213283808
"Oceania","60-79 years",2012,"Female",195.717160985761
"Oceania","60-79 years",2012,"Male",444.915762956274
"Oceania","60-79 years",2013,"Female",195.544032006329
"Oceania","60-79 years",2013,"Male",444.869261989848
"Oceania","60-79 years",2014,"Female",195.258564832887
"Oceania","60-79 years",2014,"Male",446.360022316
"Oceania","60-79 years",2015,"Female",195.257632178585
"Oceania","60-79 years",2015,"Male",446.79558137759
"Oceania","60-79 years",2016,"Female",192.814350337267
"Oceania","60-79 years",2016,"Male",446.672874522431
"Oceania","60-79 years",2017,"Female",190.313018817008
"Oceania","60-79 years",2017,"Male",442.596412047509
"Oceania","60-79 years",2018,"Female",189.02676594671
"Oceania","60-79 years",2018,"Male",441.024593101189
"Oceania","60-79 years",2019,"Female",188.05735396923
"Oceania","60-79 years",2019,"Male",438.66149250956
"Oceania","80+ years",1990,"Female",372.551764708115
"Oceania","80+ years",1990,"Male",983.08661298847
"Oceania","80+ years",1991,"Female",375.571413574842
"Oceania","80+ years",1991,"Male",981.981764245962
"Oceania","80+ years",1992,"Female",376.270760368251
"Oceania","80+ years",1992,"Male",979.009891820782
"Oceania","80+ years",1993,"Female",373.694783766631
"Oceania","80+ years",1993,"Male",972.951993742284
"Oceania","80+ years",1994,"Female",369.419197940648
"Oceania","80+ years",1994,"Male",957.852409521152
"Oceania","80+ years",1995,"Female",367.238485979644
"Oceania","80+ years",1995,"Male",943.27650687237
"Oceania","80+ years",1996,"Female",364.143326527747
"Oceania","80+ years",1996,"Male",932.580327829207
"Oceania","80+ years",1997,"Female",363.920322832457
"Oceania","80+ years",1997,"Male",923.270576292879
"Oceania","80+ years",1998,"Female",361.038789079455
"Oceania","80+ years",1998,"Male",913.827205683202
"Oceania","80+ years",1999,"Female",354.50004173347
"Oceania","80+ years",1999,"Male",907.934498536392
"Oceania","80+ years",2000,"Female",352.160861747236
"Oceania","80+ years",2000,"Male",904.514864885228
"Oceania","80+ years",2001,"Female",351.633845281933
"Oceania","80+ years",2001,"Male",897.733329646361
"Oceania","80+ years",2002,"Female",348.799886759039
"Oceania","80+ years",2002,"Male",891.880716666604
"Oceania","80+ years",2003,"Female",346.405272394512
"Oceania","80+ years",2003,"Male",888.229204450694
"Oceania","80+ years",2004,"Female",338.941302725799
"Oceania","80+ years",2004,"Male",877.767840524416
"Oceania","80+ years",2005,"Female",332.004128264959
"Oceania","80+ years",2005,"Male",868.813773050916
"Oceania","80+ years",2006,"Female",330.978798194064
"Oceania","80+ years",2006,"Male",868.012116823664
"Oceania","80+ years",2007,"Female",330.526872576062
"Oceania","80+ years",2007,"Male",870.990391553514
"Oceania","80+ years",2008,"Female",335.020063706111
"Oceania","80+ years",2008,"Male",868.965864254834
"Oceania","80+ years",2009,"Female",338.294979246342
"Oceania","80+ years",2009,"Male",865.014911196161
"Oceania","80+ years",2010,"Female",342.13602487277
"Oceania","80+ years",2010,"Male",864.248662502995
"Oceania","80+ years",2011,"Female",345.027177347636
"Oceania","80+ years",2011,"Male",861.144302090556
"Oceania","80+ years",2012,"Female",349.866165171578
"Oceania","80+ years",2012,"Male",862.856130133459
"Oceania","80+ years",2013,"Female",353.695337081836
"Oceania","80+ years",2013,"Male",865.25940777899
"Oceania","80+ years",2014,"Female",357.304898752996
"Oceania","80+ years",2014,"Male",869.538337383619
"Oceania","80+ years",2015,"Female",363.579696250919
"Oceania","80+ years",2015,"Male",873.183788450347
"Oceania","80+ years",2016,"Female",368.025261257818
"Oceania","80+ years",2016,"Male",878.986956764394
"Oceania","80+ years",2017,"Female",368.969707785504
"Oceania","80+ years",2017,"Male",874.740035979269
"Oceania","80+ years",2018,"Female",367.240347619044
"Oceania","80+ years",2018,"Male",868.673648262549
"Oceania","80+ years",2019,"Female",363.84915511275
"Oceania","80+ years",2019,"Male",866.173692323543
"South America","0-19 years",1990,"Female",50.8230591519644
"South America","0-19 years",1990,"Male",62.9778891172293
"South America","0-19 years",1991,"Female",50.1393576725598
"South America","0-19 years",1991,"Male",63.1568479931597
"South America","0-19 years",1992,"Female",49.1256669769165
"South America","0-19 years",1992,"Male",64.201280221575
"South America","0-19 years",1993,"Female",50.4705113226603
"South America","0-19 years",1993,"Male",68.391476423071
"South America","0-19 years",1994,"Female",48.9677173927608
"South America","0-19 years",1994,"Male",67.904926829904
"South America","0-19 years",1995,"Female",46.8484282153368
"South America","0-19 years",1995,"Male",66.1857571774531
"South America","0-19 years",1996,"Female",47.5138743243525
"South America","0-19 years",1996,"Male",67.4874793426561
"South America","0-19 years",1997,"Female",46.8632475418248
"South America","0-19 years",1997,"Male",67.6096121566864
"South America","0-19 years",1998,"Female",48.8245719314967
"South America","0-19 years",1998,"Male",71.6785430190751
"South America","0-19 years",1999,"Female",48.4911705039737
"South America","0-19 years",1999,"Male",74.1456257168964
"South America","0-19 years",2000,"Female",44.9199265902966
"South America","0-19 years",2000,"Male",71.6803775259099
"South America","0-19 years",2001,"Female",44.7334352847444
"South America","0-19 years",2001,"Male",73.9408003692095
"South America","0-19 years",2002,"Female",47.3897093423073
"South America","0-19 years",2002,"Male",75.9637485216617
"South America","0-19 years",2003,"Female",48.5479207382369
"South America","0-19 years",2003,"Male",75.5180699183702
"South America","0-19 years",2004,"Female",50.3240018678297
"South America","0-19 years",2004,"Male",79.957743121117
"South America","0-19 years",2005,"Female",50.5193669648344
"South America","0-19 years",2005,"Male",81.1868995402029
"South America","0-19 years",2006,"Female",52.6949682190686
"South America","0-19 years",2006,"Male",83.3760269760873
"South America","0-19 years",2007,"Female",55.6102053843844
"South America","0-19 years",2007,"Male",86.6212600209119
"South America","0-19 years",2008,"Female",56.8039553419224
"South America","0-19 years",2008,"Male",87.3120675994669
"South America","0-19 years",2009,"Female",55.1594229027545
"South America","0-19 years",2009,"Male",89.8205622774091
"South America","0-19 years",2010,"Female",54.1748361043827
"South America","0-19 years",2010,"Male",90.887483066087
"South America","0-19 years",2011,"Female",51.9561898359631
"South America","0-19 years",2011,"Male",92.7857282580906
"South America","0-19 years",2012,"Female",53.6886535949948
"South America","0-19 years",2012,"Male",93.0628815532164
"South America","0-19 years",2013,"Female",55.3153588992736
"South America","0-19 years",2013,"Male",91.6179508898438
"South America","0-19 years",2014,"Female",55.0494162970796
"South America","0-19 years",2014,"Male",90.0997412114174
"South America","0-19 years",2015,"Female",53.0648776803704
"South America","0-19 years",2015,"Male",88.434338671117
"South America","0-19 years",2016,"Female",53.5618078918809
"South America","0-19 years",2016,"Male",86.7627092835455
"South America","0-19 years",2017,"Female",51.5975509740829
"South America","0-19 years",2017,"Male",84.4528635106702
"South America","0-19 years",2018,"Female",49.2987509135873
"South America","0-19 years",2018,"Male",81.6783178464091
"South America","0-19 years",2019,"Female",47.4208670715496
"South America","0-19 years",2019,"Male",78.9579107849662
"South America","20-39 years",1990,"Female",268.146100552883
"South America","20-39 years",1990,"Male",970.41571964062
"South America","20-39 years",1991,"Female",279.239940098006
"South America","20-39 years",1991,"Male",985.351917906318
"South America","20-39 years",1992,"Female",288.438425935185
"South America","20-39 years",1992,"Male",992.570472820951
"South America","20-39 years",1993,"Female",305.431539560565
"South America","20-39 years",1993,"Male",1033.15463851121
"South America","20-39 years",1994,"Female",302.452728432535
"South America","20-39 years",1994,"Male",1036.14224089856
"South America","20-39 years",1995,"Female",290.283775902254
"South America","20-39 years",1995,"Male",1027.81379905925
"South America","20-39 years",1996,"Female",281.409568121755
"South America","20-39 years",1996,"Male",1054.56164737866
"South America","20-39 years",1997,"Female",279.990890426017
"South America","20-39 years",1997,"Male",1094.94790414584
"South America","20-39 years",1998,"Female",285.569426606971
"South America","20-39 years",1998,"Male",1151.37037698354
"South America","20-39 years",1999,"Female",287.587772568488
"South America","20-39 years",1999,"Male",1176.32691234505
"South America","20-39 years",2000,"Female",279.298377290341
"South America","20-39 years",2000,"Male",1092.08276348968
"South America","20-39 years",2001,"Female",266.633131310863
"South America","20-39 years",2001,"Male",1123.00984802485
"South America","20-39 years",2002,"Female",269.327238043431
"South America","20-39 years",2002,"Male",1156.52641392521
"South America","20-39 years",2003,"Female",276.084250560792
"South America","20-39 years",2003,"Male",1169.09121019978
"South America","20-39 years",2004,"Female",277.601382171154
"South America","20-39 years",2004,"Male",1172.22239913267
"South America","20-39 years",2005,"Female",276.960528047388
"South America","20-39 years",2005,"Male",1144.52938684524
"South America","20-39 years",2006,"Female",277.373244818979
"South America","20-39 years",2006,"Male",1158.49225799962
"South America","20-39 years",2007,"Female",276.950120314227
"South America","20-39 years",2007,"Male",1180.29833586234
"South America","20-39 years",2008,"Female",273.478185835452
"South America","20-39 years",2008,"Male",1181.90252462688
"South America","20-39 years",2009,"Female",273.379123069498
"South America","20-39 years",2009,"Male",1198.47394325924
"South America","20-39 years",2010,"Female",267.720819188639
"South America","20-39 years",2010,"Male",1219.30179392888
"South America","20-39 years",2011,"Female",259.15954613726
"South America","20-39 years",2011,"Male",1222.48507826074
"South America","20-39 years",2012,"Female",255.77593615387
"South America","20-39 years",2012,"Male",1207.6518156642
"South America","20-39 years",2013,"Female",247.601823718533
"South America","20-39 years",2013,"Male",1195.61903399288
"South America","20-39 years",2014,"Female",249.456298713952
"South America","20-39 years",2014,"Male",1185.35420600649
"South America","20-39 years",2015,"Female",256.552017658151
"South America","20-39 years",2015,"Male",1193.72581633417
"South America","20-39 years",2016,"Female",260.732970947829
"South America","20-39 years",2016,"Male",1194.86725381971
"South America","20-39 years",2017,"Female",258.961383760128
"South America","20-39 years",2017,"Male",1189.27403915304
"South America","20-39 years",2018,"Female",257.29736806318
"South America","20-39 years",2018,"Male",1178.53094142338
"South America","20-39 years",2019,"Female",250.511775152292
"South America","20-39 years",2019,"Male",1155.41941171438
"South America","40-59 years",1990,"Female",292.217900978419
"South America","40-59 years",1990,"Male",1091.77910266613
"South America","40-59 years",1991,"Female",296.222604871112
"South America","40-59 years",1991,"Male",1101.41427559061
"South America","40-59 years",1992,"Female",294.189816456309
"South America","40-59 years",1992,"Male",1103.54931326694
"South America","40-59 years",1993,"Female",302.152078116596
"South America","40-59 years",1993,"Male",1134.30365284978
"South America","40-59 years",1994,"Female",297.114641568096
"South America","40-59 years",1994,"Male",1116.02711537017
"South America","40-59 years",1995,"Female",288.218645868726
"South America","40-59 years",1995,"Male",1099.39562400785
"South America","40-59 years",1996,"Female",283.78000536653
"South America","40-59 years",1996,"Male",1118.18008592625
"South America","40-59 years",1997,"Female",276.30493046791
"South America","40-59 years",1997,"Male",1121.3551535036
"South America","40-59 years",1998,"Female",282.227972759899
"South America","40-59 years",1998,"Male",1172.29844280205
"South America","40-59 years",1999,"Female",284.903231731756
"South America","40-59 years",1999,"Male",1187.01845768932
"South America","40-59 years",2000,"Female",288.600818913868
"South America","40-59 years",2000,"Male",1144.02162239515
"South America","40-59 years",2001,"Female",291.642435024855
"South America","40-59 years",2001,"Male",1212.32830937114
"South America","40-59 years",2002,"Female",297.502228218307
"South America","40-59 years",2002,"Male",1251.25200430623
"South America","40-59 years",2003,"Female",294.612946058879
"South America","40-59 years",2003,"Male",1246.48896593126
"South America","40-59 years",2004,"Female",286.847317628381
"South America","40-59 years",2004,"Male",1231.45828130089
"South America","40-59 years",2005,"Female",280.479308460863
"South America","40-59 years",2005,"Male",1204.97916706233
"South America","40-59 years",2006,"Female",276.797633742224
"South America","40-59 years",2006,"Male",1202.84026422079
"South America","40-59 years",2007,"Female",274.799361472576
"South America","40-59 years",2007,"Male",1219.52555464447
"South America","40-59 years",2008,"Female",273.209175085293
"South America","40-59 years",2008,"Male",1224.18796999027
"South America","40-59 years",2009,"Female",272.029354169412
"South America","40-59 years",2009,"Male",1234.49355926916
"South America","40-59 years",2010,"Female",274.288602994587
"South America","40-59 years",2010,"Male",1244.83706821951
"South America","40-59 years",2011,"Female",270.155887906037
